source_name,segment,instrument,clicked_year,month_label,date,daily_turnover,daily_volume,active_trading_days,source_level,raw_col_1,raw_col_2,raw_col_3,raw_col_4,raw_col_5,raw_col_6,raw_col_7,raw_col_8,raw_col_9,raw_col_10,raw_col_11,raw_col_12,raw_col_13,raw_col_14,raw_col_15,raw_col_16,raw_col_17,raw_col_18,raw_col_19
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-15,33.79,1380824.0,22.0,daily_table,15-Dec-2014,"23,97,594","15,404.11","13,80,824","8,709.65",33.79,"37,78,418","15,437.90",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-16,48.18,1394775.0,22.0,daily_table,16-Dec-2014,"27,93,899","18,138.87","13,94,775","8,855.20",48.18,"41,88,674","18,187.05",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-17,50.03,1344819.0,22.0,daily_table,17-Dec-2014,"24,57,287","15,952.94","13,44,819","8,592.00",50.03,"38,02,106","16,002.96",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-18,25.5,1040844.0,22.0,daily_table,18-Dec-2014,"17,91,897","11,626.20","10,40,844","6,618.23",25.50,"28,32,741","11,651.70",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-19,21.41,873962.0,22.0,daily_table,19-Dec-2014,"15,59,751","10,064.12","8,73,962","5,560.29",21.41,"24,33,713","10,085.53",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-22,8.05,525065.0,22.0,daily_table,22-Dec-2014,"9,74,471","6,377.70","5,25,065","3,334.57",8.05,"14,99,536","6,385.75",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-23,10.39,687509.0,22.0,daily_table,23-Dec-2014,"14,21,996","9,281.10","6,87,509","4,366.19",10.39,"21,09,505","9,291.49",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-24,11.21,667091.0,22.0,daily_table,24-Dec-2014,"14,56,585","9,485.06","6,67,091","4,240.11",11.21,"21,23,676","9,496.28",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-26,11.01,691534.0,22.0,daily_table,26-Dec-2014,"16,29,019","10,559.51","6,91,534","4,407.13",11.01,"23,20,553","10,570.52",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-29,33.39,795178.0,22.0,daily_table,29-Dec-2014,"18,60,609","12,090.24","7,95,178","5,101.36",33.39,"26,55,787","12,123.63",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-30,16.58,517557.0,22.0,daily_table,30-Dec-2014,"12,22,202","7,958.33","5,17,557","3,326.18",16.58,"17,39,759","7,974.91",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2014-2015,Dec-2014,2014-12-31,18.65,749984.0,22.0,daily_table,31-Dec-2014,"12,81,714","8,285.66","7,49,984","4,816.98",18.65,"20,31,698","8,304.31",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-01,26.79,809045.0,21.0,daily_table,01-Dec-2015,"10,88,285","7,420.84","8,09,045","5,440.78",26.79,"18,97,330","7,447.63",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-02,13.78,474827.0,21.0,daily_table,02-Dec-2015,"9,01,190","6,189.65","4,74,827","3,197.43",13.78,"13,76,017","6,203.44",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-03,14.45,492897.0,21.0,daily_table,03-Dec-2015,"11,60,019","7,997.48","4,92,897","3,316.33",14.45,"16,52,916","8,011.93",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-04,32.14,1057899.0,21.0,daily_table,04-Dec-2015,"24,60,445","16,872.39","10,57,899","7,117.61",32.14,"35,18,344","16,904.54",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-07,20.81,939102.0,21.0,daily_table,07-Dec-2015,"10,27,927","7,052.64","9,39,102","6,326.62",20.81,"19,67,029","7,073.45",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-08,16.7,876324.0,21.0,daily_table,08-Dec-2015,"9,81,741","6,759.99","8,76,324","5,918.61",16.70,"18,58,065","6,776.70",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-09,15.55,693019.0,21.0,daily_table,09-Dec-2015,"13,34,339","9,153.69","6,93,019","4,658.50",15.55,"20,27,358","9,169.24",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-10,16.42,800548.0,21.0,daily_table,10-Dec-2015,"11,40,384","7,846.92","8,00,548","5,371.69",16.42,"19,40,932","7,863.34",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-11,17.89,780029.0,21.0,daily_table,11-Dec-2015,"15,90,233","10,811.58","7,80,029","5,250.66",17.89,"23,70,262","10,829.46",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-14,16.95,819882.0,21.0,daily_table,14-Dec-2015,"16,10,418","10,995.36","8,19,882","5,514.81",16.95,"24,30,300","11,012.31",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-15,14.35,713228.0,21.0,daily_table,15-Dec-2015,"12,66,362","8,712.12","7,13,228","4,802.22",14.35,"19,79,590","8,726.47",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-16,27.96,1474598.0,21.0,daily_table,16-Dec-2015,"11,17,695","7,769.88","14,74,598","9,930.78",27.96,"25,92,293","7,797.84",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-17,37.93,2337624.0,21.0,daily_table,17-Dec-2015,"20,67,176","14,137.48","23,37,624","15,706.64",37.93,"44,04,800","14,175.41",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-18,28.31,1783970.0,21.0,daily_table,18-Dec-2015,"16,98,669","11,498.77","17,83,970","11,965.33",28.31,"34,82,639","11,527.08",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-21,14.04,985649.0,21.0,daily_table,21-Dec-2015,"11,39,659","7,708.64","9,85,649","6,585.63",14.04,"21,25,308","7,722.68",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-22,17.51,1236605.0,21.0,daily_table,22-Dec-2015,"11,59,630","7,813.15","12,36,605","8,271.11",17.51,"23,96,235","7,830.66",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-23,24.81,1596955.0,21.0,daily_table,23-Dec-2015,"16,44,708","11,101.28","15,96,955","10,662.71",24.81,"32,41,663","11,126.09",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-28,17.82,1050823.0,21.0,daily_table,28-Dec-2015,"17,48,449","11,752.90","10,50,823","7,015.19",17.82,"27,99,272","11,770.73",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-29,34.11,1509276.0,21.0,daily_table,29-Dec-2015,"25,50,044","17,223.98","15,09,276","10,103.48",34.11,"40,59,320","17,258.10",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-30,21.81,900398.0,21.0,daily_table,30-Dec-2015,"8,73,861","5,974.31","9,00,398","6,048.18",21.81,"17,74,259","5,996.12",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2015-2016,Dec-2015,2015-12-31,30.08,1415868.0,21.0,daily_table,31-Dec-2015,"11,23,224","7,589.79","14,15,868","9,477.72",30.08,"25,39,092","7,619.87",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-01,29.42,994944.0,21.0,daily_table,01-Dec-2016,"11,07,185","7,736.24","9,94,944","6,858.49",29.42,"21,02,129","7,765.67",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-02,44.61,1371639.0,21.0,daily_table,02-Dec-2016,"10,62,688","7,373.06","13,71,639","9,453.10",44.61,"24,34,327","7,417.67",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-05,41.06,1418107.0,21.0,daily_table,05-Dec-2016,"10,68,503","7,415.30","14,18,107","9,742.15",41.06,"24,86,610","7,456.36",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-06,63.72,2201217.0,21.0,daily_table,06-Dec-2016,"13,62,952","9,373.87","22,01,217","15,119.87",63.72,"35,64,169","9,437.58",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-07,64.9,2301744.0,21.0,daily_table,07-Dec-2016,"18,21,318","12,524.39","23,01,744","15,723.62",64.90,"41,23,062","12,589.29",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-08,61.01,2255197.0,21.0,daily_table,08-Dec-2016,"14,58,487","9,918.12","22,55,197","15,391.62",61.01,"37,13,684","9,979.13",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-09,29.3,1342486.0,21.0,daily_table,09-Dec-2016,"11,48,704","7,838.39","13,42,486","9,144.54",29.30,"24,91,190","7,867.69",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-13,29.12,1111771.0,21.0,daily_table,13-Dec-2016,"17,54,678","11,931.65","11,11,771","7,602.88",29.12,"28,66,449","11,960.77",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-14,30.84,1540339.0,21.0,daily_table,14-Dec-2016,"12,51,662","8,528.38","15,40,339","10,497.34",30.84,"27,92,001","8,559.22",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-15,48.29,2565001.0,21.0,daily_table,15-Dec-2016,"19,20,972","13,101.24","25,65,001","17,451.11",48.29,"44,85,973","13,149.53",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-16,33.71,1709920.0,21.0,daily_table,16-Dec-2016,"8,70,734","5,964.28","17,09,920","11,675.84",33.71,"25,80,654","5,997.99",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-19,16.62,1315934.0,21.0,daily_table,19-Dec-2016,"7,72,623","5,274.36","13,15,934","8,962.88",16.62,"20,88,557","5,290.97",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-20,41.7,2137541.0,21.0,daily_table,20-Dec-2016,"17,42,313","11,903.65","21,37,541","14,586.87",41.70,"38,79,854","11,945.35",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-21,18.53,1168821.0,21.0,daily_table,21-Dec-2016,"7,85,494","5,388.17","11,68,821","7,980.83",18.53,"19,54,315","5,406.70",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-22,22.14,1552963.0,21.0,daily_table,22-Dec-2016,"9,45,713","6,482.12","15,52,963","10,602.14",22.14,"24,98,676","6,504.26",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-23,19.1,1863780.0,21.0,daily_table,23-Dec-2016,"10,77,965","7,398.53","18,63,780","12,709.44",19.10,"29,41,745","7,417.63",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-26,12.94,1070934.0,21.0,daily_table,26-Dec-2016,"6,64,849","4,540.70","10,70,934","7,280.90",12.94,"17,35,783","4,553.63",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-27,35.45,2560869.0,21.0,daily_table,27-Dec-2016,"20,05,346","13,680.54","25,60,869","17,458.21",35.45,"45,66,215","13,716.00",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-28,63.08,2477014.0,21.0,daily_table,28-Dec-2016,"30,36,074","20,804.84","24,77,014","16,977.55",63.08,"55,13,088","20,867.91",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-29,36.76,1280535.0,21.0,daily_table,29-Dec-2016,"8,70,619","5,955.76","12,80,535","8,804.70",36.76,"21,51,154","5,992.52",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2016-2017,Dec-2016,2016-12-30,52.51,1828237.0,21.0,daily_table,30-Dec-2016,"13,18,951","9,039.80","18,28,237","12,531.45",52.51,"31,47,188","9,092.31",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-04,27.53,1262965.0,19.0,daily_table,04-Dec-2017,"20,51,802","13,546.58","12,62,965","8,208.37",27.53,"33,14,767","13,574.11",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-05,20.57,1060715.0,19.0,daily_table,05-Dec-2017,"19,67,174","13,020.83","10,60,715","6,895.35",20.57,"30,27,889","13,041.40",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-06,25.85,1061705.0,19.0,daily_table,06-Dec-2017,"17,61,431","11,753.50","10,61,705","6,905.07",25.85,"28,23,136","11,779.34",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-07,20.34,960964.0,19.0,daily_table,07-Dec-2017,"13,15,371","8,791.05","9,60,964","6,262.11",20.34,"22,76,335","8,811.39",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-08,13.85,727874.0,19.0,daily_table,08-Dec-2017,"14,31,977","9,747.12","7,27,874","4,731.17",13.85,"21,59,851","9,760.98",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-11,18.3,991448.0,19.0,daily_table,11-Dec-2017,"16,08,366","10,799.32","9,91,448","6,438.32",18.30,"25,99,814","10,817.63",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-12,15.41,896820.0,19.0,daily_table,12-Dec-2017,"14,04,695","9,408.15","8,96,820","5,840.35",15.41,"23,01,515","9,423.55",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-13,18.56,957841.0,19.0,daily_table,13-Dec-2017,"12,32,417","8,195.07","9,57,841","6,219.93",18.56,"21,90,258","8,213.63",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-14,27.43,1529875.0,19.0,daily_table,14-Dec-2017,"16,96,172","11,322.04","15,29,875","9,945.65",27.43,"32,26,047","11,349.46",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-15,37.43,2117853.0,19.0,daily_table,15-Dec-2017,"23,55,527","15,537.65","21,17,853","13,719.30",37.43,"44,73,380","15,575.08",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-18,45.34,2893514.0,19.0,daily_table,18-Dec-2017,"38,70,269","25,447.77","28,93,514","18,742.50",45.34,"67,63,783","25,493.11",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-19,28.23,2114998.0,19.0,daily_table,19-Dec-2017,"23,50,693","15,435.49","21,14,998","13,658.13",28.23,"44,65,691","15,463.71",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-20,19.16,1295439.0,19.0,daily_table,20-Dec-2017,"19,23,811","12,612.69","12,95,439","8,357.06",19.16,"32,19,250","12,631.85",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-21,20.94,1314462.0,19.0,daily_table,21-Dec-2017,"14,46,955","9,509.01","13,14,462","8,487.69",20.94,"27,61,417","9,529.95",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-22,19.46,1200930.0,19.0,daily_table,22-Dec-2017,"12,15,281","8,031.42","12,00,930","7,760.99",19.46,"24,16,211","8,050.87",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-26,21.28,1031162.0,19.0,daily_table,26-Dec-2017,"14,49,083","9,483.49","10,31,162","6,659.53",21.28,"24,80,245","9,504.77",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-27,52.69,1665494.0,19.0,daily_table,27-Dec-2017,"24,71,790","16,279.09","16,65,494","10,790.87",52.69,"41,37,284","16,331.78",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-28,15.5,670095.0,19.0,daily_table,28-Dec-2017,"15,26,198","10,058.97","6,70,095","4,338.89",15.50,"21,96,293","10,074.47",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2017-2018,Dec-2017,2017-12-29,32.29,1532405.0,19.0,daily_table,29-Dec-2017,"17,11,118","11,237.12","15,32,405","9,899.44",32.29,"32,43,523","11,269.41",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-03,82.93,2020752.0,20.0,daily_table,03-Dec-2018,"28,37,159","20,243.57","20,20,752","14,307.83",82.93,"48,57,911","20,326.49",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-04,57.95,1373012.0,20.0,daily_table,04-Dec-2018,"22,75,971","16,384.83","13,73,012","9,756.41",57.95,"36,48,983","16,442.78",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-05,64.47,1724799.0,20.0,daily_table,05-Dec-2018,"22,38,221","16,090.55","17,24,799","12,254.28",64.47,"39,63,020","16,155.02",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-06,87.67,2620370.0,20.0,daily_table,06-Dec-2018,"32,82,710","23,571.21","26,20,370","18,645.38",87.67,"59,03,080","23,658.88",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-07,45.26,1386590.0,20.0,daily_table,07-Dec-2018,"17,42,593","12,510.82","13,86,590","9,850.58",45.26,"31,29,183","12,556.08",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-10,72.19,1922165.0,20.0,daily_table,10-Dec-2018,"23,14,943","16,793.40","19,22,165","13,758.58",72.19,"42,37,108","16,865.59",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-11,136.2,3495752.0,20.0,daily_table,11-Dec-2018,"38,06,499","27,736.67","34,95,752","25,219.83",136.20,"73,02,251","27,872.87",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-12,57.33,1840557.0,20.0,daily_table,12-Dec-2018,"25,84,554","18,887.64","18,40,557","13,234.26",57.33,"44,25,111","18,944.97",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-13,57.9,2078355.0,20.0,daily_table,13-Dec-2018,"18,35,056","13,376.81","20,78,355","14,974.96",57.90,"39,13,411","13,434.71",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-14,58.27,2095823.0,20.0,daily_table,14-Dec-2018,"18,53,400","13,552.28","20,95,823","15,066.26",58.27,"39,49,223","13,610.56",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-17,41.54,1417601.0,20.0,daily_table,17-Dec-2018,"16,52,105","12,006.08","14,17,601","10,200.51",41.54,"30,69,706","12,047.62",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-18,121.53,4226341.0,20.0,daily_table,18-Dec-2018,"31,28,614","22,456.76","42,26,341","30,208.26",121.53,"73,54,955","22,578.28",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-19,118.62,4066297.0,20.0,daily_table,19-Dec-2018,"32,03,091","22,752.65","40,66,297","28,829.44",118.62,"72,69,388","22,871.28",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-20,113.91,4774316.0,20.0,daily_table,20-Dec-2018,"36,78,697","26,110.00","47,74,316","33,749.34",113.91,"84,53,013","26,223.91",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-21,102.64,4201632.0,20.0,daily_table,21-Dec-2018,"37,64,590","26,650.93","42,01,632","29,630.96",102.64,"79,66,222","26,753.57",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-24,56.92,2876947.0,20.0,daily_table,24-Dec-2018,"30,22,324","21,454.50","28,76,947","20,294.33",56.92,"58,99,271","21,511.42",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-26,70.27,3140776.0,20.0,daily_table,26-Dec-2018,"32,70,362","23,108.76","31,40,776","22,093.69",70.27,"64,11,138","23,179.04",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-27,88.03,2398095.0,20.0,daily_table,27-Dec-2018,"34,91,968","24,878.62","23,98,095","16,951.43",88.03,"58,90,063","24,966.65",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-28,54.6,1655653.0,20.0,daily_table,28-Dec-2018,"17,73,897","12,670.20","16,55,653","11,702.07",54.60,"34,29,550","12,724.79",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2018-2019,Dec-2018,2018-12-31,33.91,1126295.0,20.0,daily_table,31-Dec-2018,"16,67,693","11,886.45","11,26,295","7,952.80",33.91,"27,93,988","11,920.37",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-02,45.01,2054324.0,21.0,daily_table,02-Dec-2019,"20,35,733","15,292.46","20,54,324","14,796.38",45.01,"40,90,057","15,337.47",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-03,43.48,2420376.0,21.0,daily_table,03-Dec-2019,"26,32,454","20,548.72","24,20,376","17,412.39",43.48,"50,52,830","20,592.20",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-04,36.6,2095960.0,21.0,daily_table,04-Dec-2019,"23,85,429","17,712.42","20,95,960","15,087.53",36.60,"44,81,389","17,749.02",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-05,56.13,3720596.0,21.0,daily_table,05-Dec-2019,"28,69,439","22,662.41","37,20,596","26,715.71",56.13,"65,90,035","22,718.54",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-06,41.43,3062813.0,21.0,daily_table,06-Dec-2019,"25,55,447","19,530.59","30,62,813","21,925.70",41.43,"56,18,260","19,572.02",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-09,40.26,2323458.0,21.0,daily_table,09-Dec-2019,"22,33,267","16,246.30","23,23,458","16,632.76",40.26,"45,56,725","16,286.55",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-10,50.82,2804922.0,21.0,daily_table,10-Dec-2019,"23,29,303","16,916.72","28,04,922","20,038.36",50.82,"51,34,225","16,967.53",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-11,56.45,3117791.0,21.0,daily_table,11-Dec-2019,"24,54,889","17,854.85","31,17,791","22,229.36",56.45,"55,72,680","17,911.30",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-12,69.14,4649870.0,21.0,daily_table,12-Dec-2019,"36,77,782","26,461.45","46,49,870","33,070.64",69.14,"83,27,652","26,530.59",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-13,70.56,4520426.0,21.0,daily_table,13-Dec-2019,"37,96,377","27,818.39","45,20,426","32,095.29",70.56,"83,16,803","27,888.95",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-16,37.45,2067159.0,21.0,daily_table,16-Dec-2019,"27,25,780","19,890.81","20,67,159","14,731.71",37.45,"47,92,939","19,928.27",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-17,31.66,2142398.0,21.0,daily_table,17-Dec-2019,"32,04,790","23,508.77","21,42,398","15,269.39",31.66,"53,47,188","23,540.43",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-18,27.38,1958274.0,21.0,daily_table,18-Dec-2019,"19,29,793","14,203.40","19,58,274","13,962.80",27.38,"38,88,067","14,230.78",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-19,46.84,3475860.0,21.0,daily_table,19-Dec-2019,"35,82,284","25,905.42","34,75,860","24,798.53",46.84,"70,58,144","25,952.26",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-20,36.44,2916457.0,21.0,daily_table,20-Dec-2019,"22,12,179","16,083.99","29,16,457","20,816.29",36.44,"51,28,636","16,120.43",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-23,32.6,1574849.0,21.0,daily_table,23-Dec-2019,"21,53,277","15,649.48","15,74,849","11,254.12",32.60,"37,28,126","15,682.08",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-24,43.28,2332061.0,21.0,daily_table,24-Dec-2019,"22,39,925","16,324.27","23,32,061","16,684.85",43.28,"45,71,986","16,367.55",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-26,76.66,2658435.0,21.0,daily_table,26-Dec-2019,"24,48,257","17,779.29","26,58,435","19,013.81",76.66,"51,06,692","17,855.94",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-27,75.83,3545176.0,21.0,daily_table,27-Dec-2019,"32,36,312","23,802.39","35,45,176","25,360.57",75.83,"67,81,488","23,878.22",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-30,25.5,1448115.0,21.0,daily_table,30-Dec-2019,"14,44,425","10,781.73","14,48,115","10,379.00",25.50,"28,92,540","10,807.23",,,,,,,,,,,
currency_derivatives,Currency Derivatives,Options,2019-2020,Dec-2019,2019-12-31,26.76,1843813.0,21.0,daily_table,31-Dec-2019,"16,69,311","12,511.46","18,43,813","13,208.93",26.76,"35,13,124","12,538.21",,,,,,,,,,,
