segment,instrument,year,month_label,month_date,calendar_quarter,financial_year,financial_quarter,monthly_turnover,monthly_volume,active_trading_days,turnover,volume,mom_turnover_change,mom_volume_change,source_logic
Capital Market,NA,2018,Aug-2018,2018-08-01,Q3-2018,FY 2018-19,Q2,705869.0,329845.0,21.0,33612.80952380953,15706.90476190476,0.11558096801290407,0.10260470702212121,capital_market_year_table_trading_days
Capital Market,NA,2018,Sep-2018,2018-09-01,Q3-2018,FY 2018-19,Q2,688319.0,303804.0,18.0,38239.944444444445,16878.0,0.1376598679547243,0.07455926268398816,capital_market_year_table_trading_days
Capital Market,NA,2018,Oct-2018,2018-10-01,Q4-2018,FY 2018-19,Q3,745584.0,330716.0,21.0,35504.0,15748.380952380952,-0.0715467682862162,-0.06692848960890196,capital_market_year_table_trading_days
Capital Market,NA,2018,Nov-2018,2018-11-01,Q4-2018,FY 2018-19,Q3,610914.0,282182.0,20.0,30545.7,14109.1,-0.13965468679585402,-0.10409203062446326,capital_market_year_table_trading_days
Capital Market,NA,2018,Dec-2018,2018-12-01,Q4-2018,FY 2018-19,Q3,599917.0,287797.0,20.0,29995.85,14389.85,-0.018000897016601458,0.019898505220035334,capital_market_year_table_trading_days
Capital Market,NA,2019,Jan-2019,2019-01-01,Q1-2019,FY 2018-19,Q4,665889.0,281350.0,23.0,28951.695652173912,12232.608695652174,-0.03480996030537842,-0.14991409252687316,capital_market_year_table_trading_days
Capital Market,NA,2019,Feb-2019,2019-02-01,Q1-2019,FY 2018-19,Q4,639270.0,347011.0,20.0,31963.5,17350.55,0.10402859936115472,0.41838510751732705,capital_market_year_table_trading_days
Capital Market,NA,2019,Mar-2019,2019-03-01,Q1-2019,FY 2018-19,Q4,697224.0,353062.0,19.0,36696.0,18582.21052631579,0.14805950537331647,0.0709868290236213,capital_market_year_table_trading_days
Capital Market,NA,2019,Apr-2019,2019-04-01,Q2-2019,FY 2019-20,Q1,640115.0,308636.0,19.0,33690.26315789474,16244.0,-0.08190911385723942,-0.12583059066113034,capital_market_year_table_trading_days
Capital Market,NA,2019,May-2019,2019-05-01,Q2-2019,FY 2019-20,Q1,788184.0,372712.0,22.0,35826.545454545456,16941.454545454544,0.06340948678966063,0.04293613306171773,capital_market_year_table_trading_days
Capital Market,NA,2019,Jun-2019,2019-06-01,Q2-2019,FY 2019-20,Q1,596030.0,302572.0,19.0,31370.0,15924.842105263158,-0.12439227388528573,-0.06000738823598517,capital_market_year_table_trading_days
Capital Market,NA,2019,Jul-2019,2019-07-01,Q3-2019,FY 2019-20,Q2,712821.0,335053.0,23.0,30992.217391304348,14567.521739130434,-0.012042799129603154,-0.0852328931841736,capital_market_year_table_trading_days
Capital Market,NA,2019,Aug-2019,2019-08-01,Q3-2019,FY 2019-20,Q2,673633.0,334019.0,20.0,33681.65,16700.95,0.08677767630302702,0.14645100924331378,capital_market_year_table_trading_days
Capital Market,NA,2019,Sep-2019,2019-09-01,Q3-2019,FY 2019-20,Q2,710498.0,346963.0,19.0,37394.63157894737,18261.21052631579,0.11023752039901158,0.09342345952270925,capital_market_year_table_trading_days
Capital Market,NA,2019,Oct-2019,2019-10-01,Q4-2019,FY 2019-20,Q3,752931.0,408051.0,20.0,37646.55,20402.55,0.006736753657293981,0.11726163884909901,capital_market_year_table_trading_days
Capital Market,NA,2019,Nov-2019,2019-11-01,Q4-2019,FY 2019-20,Q3,834252.0,483353.0,20.0,41712.6,24167.65,0.10800591289241623,0.1845406579079576,capital_market_year_table_trading_days
Capital Market,NA,2019,Dec-2019,2019-12-01,Q4-2019,FY 2019-20,Q3,681983.0,391115.0,21.0,32475.38095238096,18624.52380952381,-0.2214491316201589,-0.2293614062797248,capital_market_year_table_trading_days
Capital Market,NA,2020,Jan-2020,2020-01-01,Q1-2020,FY 2019-20,Q4,805347.0,407694.0,23.0,35015.086956521736,17725.82608695652,0.07820404040416884,-0.04825346042446099,capital_market_year_table_trading_days
Capital Market,NA,2020,Feb-2020,2020-02-01,Q1-2020,FY 2019-20,Q4,796768.0,395475.0,20.0,39838.4,19773.75,0.13774956633600177,0.11553334118235736,capital_market_year_table_trading_days
Capital Market,NA,2020,Mar-2020,2020-03-01,Q1-2020,FY 2019-20,Q4,1006249.0,588414.0,21.0,47916.619047619046,28019.714285714286,0.2027746859215993,0.4170157044422169,capital_market_year_table_trading_days
Capital Market,NA,2020,Apr-2020,2020-04-01,Q2-2020,FY 2020-21,Q1,905802.0,427308.0,18.0,50322.333333333336,23739.33333333333,0.05020626107454529,-0.15276319054271337,capital_market_year_table_trading_days
Capital Market,NA,2020,May-2020,2020-05-01,Q2-2020,FY 2020-21,Q1,1000456.0,493359.0,19.0,52655.57894736842,25966.263157894737,0.04636600609474417,0.0938075974287993,capital_market_year_table_trading_days
Capital Market,NA,2020,Jun-2020,2020-06-01,Q2-2020,FY 2020-21,Q1,1350681.0,845760.0,22.0,61394.59090909091,38443.63636363636,0.16596554698330301,0.4805224814163538,capital_market_year_table_trading_days
Capital Market,NA,2020,Jul-2020,2020-07-01,Q3-2020,FY 2020-21,Q2,1348521.0,667758.0,23.0,58631.34782608696,29032.95652173913,-0.04500792402209475,-0.24479161525933968,capital_market_year_table_trading_days
Capital Market,NA,2020,Aug-2020,2020-08-01,Q3-2020,FY 2020-21,Q2,1282557.0,659450.0,21.0,61074.142857142855,31402.38095238096,0.04166363424394981,0.08161154475837384,capital_market_year_table_trading_days
Capital Market,NA,2020,Sep-2020,2020-09-01,Q3-2020,FY 2020-21,Q2,1223329.0,574786.0,22.0,55605.86363636364,26126.636363636364,-0.08953509562254425,-0.1680046043879544,capital_market_year_table_trading_days
Capital Market,NA,2020,Oct-2020,2020-10-01,Q4-2020,FY 2020-21,Q3,1098884.0,418798.0,21.0,52327.80952380953,19942.761904761905,-0.05895159068099465,-0.2366885033651448,capital_market_year_table_trading_days
Capital Market,NA,2020,Nov-2020,2020-11-01,Q4-2020,FY 2020-21,Q3,1337272.0,530520.0,20.0,66863.6,26526.0,0.27778327830781047,0.330106638522629,capital_market_year_table_trading_days
Capital Market,NA,2020,Dec-2020,2020-12-01,Q4-2020,FY 2020-21,Q3,1374552.0,739170.0,22.0,62479.63636363636,33598.63636363636,-0.06556577325127044,0.2666303386728628,capital_market_year_table_trading_days
Capital Market,NA,2021,Jan-2021,2021-01-01,Q1-2021,FY 2020-21,Q4,1449445.0,710574.0,20.0,72472.25,35528.7,0.15993392756330804,0.05744470148950853,capital_market_year_table_trading_days
Capital Market,NA,2021,Feb-2021,2021-02-01,Q1-2021,FY 2020-21,Q4,1627464.0,716614.0,20.0,81373.2,35830.7,0.12281873406717736,0.00850017028486838,capital_market_year_table_trading_days
Capital Market,NA,2021,Mar-2021,2021-03-01,Q1-2021,FY 2020-21,Q4,1398947.0,645482.0,21.0,66616.52380952382,30737.23809523809,-0.18134565422616022,-0.14215356955800207,capital_market_year_table_trading_days
Capital Market,NA,2021,Apr-2021,2021-04-01,Q2-2021,FY 2021-22,Q1,1330687.0,500847.0,19.0,70036.15789473684,26360.36842105263,0.05133312111857946,-0.14239632268273117,capital_market_year_table_trading_days
Capital Market,NA,2021,May-2021,2021-05-01,Q2-2021,FY 2021-22,Q1,1567915.0,754338.0,20.0,78395.75,37716.9,0.11936108942223078,0.430818393641172,capital_market_year_table_trading_days
Capital Market,NA,2021,Jun-2021,2021-06-01,Q2-2021,FY 2021-22,Q1,1554694.0,864175.0,22.0,70667.90909090909,39280.681818181816,-0.09857474300699864,0.041461037841970416,capital_market_year_table_trading_days
Capital Market,NA,2021,Jul-2021,2021-07-01,Q3-2021,FY 2021-22,Q2,1315716.0,631590.0,21.0,62653.142857142855,30075.714285714286,-0.11341450931363806,-0.2343382830031946,capital_market_year_table_trading_days
Capital Market,NA,2021,Aug-2021,2021-08-01,Q3-2021,FY 2021-22,Q2,1321391.0,561918.0,21.0,62923.38095238096,26758.0,0.004313240851369304,-0.11031206953878314,capital_market_year_table_trading_days
Capital Market,NA,2021,Sep-2021,2021-09-01,Q3-2021,FY 2021-22,Q2,1439017.0,672136.0,21.0,68524.61904761905,32006.47619047619,0.08901680123445654,0.1961460568979816,capital_market_year_table_trading_days
Capital Market,NA,2021,Oct-2021,2021-10-01,Q4-2021,FY 2021-22,Q3,1627217.0,664262.0,20.0,81360.85,33213.1,0.18732290862442902,0.03769936441434463,capital_market_year_table_trading_days
Capital Market,NA,2021,Nov-2021,2021-11-01,Q4-2021,FY 2021-22,Q3,1339630.0,488238.0,20.0,66981.5,24411.9,-0.17673549379093267,-0.2649918255146312,capital_market_year_table_trading_days
Capital Market,NA,2021,Dec-2021,2021-12-01,Q4-2021,FY 2021-22,Q3,1232735.0,668874.0,23.0,53597.17391304348,29081.478260869564,-0.1998212355196065,0.19128286863658972,capital_market_year_table_trading_days
Capital Market,NA,2022,Jan-2022,2022-01-01,Q1-2022,FY 2021-22,Q4,1283551.0,711168.0,20.0,64177.55,35558.4,0.19740548455264118,0.22271638604580235,capital_market_year_table_trading_days
Capital Market,NA,2022,Feb-2022,2022-02-01,Q1-2022,FY 2021-22,Q4,1168843.0,540330.0,20.0,58442.15,27016.5,-0.08936769945253442,-0.24022171976241902,capital_market_year_table_trading_days
Capital Market,NA,2022,Mar-2022,2022-03-01,Q1-2022,FY 2021-22,Q4,1384861.0,552376.0,21.0,65945.76190476191,26303.61904761905,0.1283938374060829,-0.026386872925099447,capital_market_year_table_trading_days
Capital Market,NA,2022,Apr-2022,2022-04-01,Q2-2022,FY 2022-23,Q1,1292243.0,552762.0,19.0,68012.78947368421,29092.736842105263,0.03134435798781854,0.10603551509155085,capital_market_year_table_trading_days
Capital Market,NA,2022,May-2022,2022-05-01,Q2-2022,FY 2022-23,Q1,1211220.0,465864.0,21.0,57677.142857142855,22184.0,-0.1519662213022518,-0.23747290877448157,capital_market_year_table_trading_days
Capital Market,NA,2022,Jun-2022,2022-06-01,Q2-2022,FY 2022-23,Q1,981367.0,397015.0,22.0,44607.59090909091,18046.136363636364,-0.2265984634575806,-0.18652468609644957,capital_market_year_table_trading_days
Capital Market,NA,2022,Jul-2022,2022-07-01,Q3-2022,FY 2022-23,Q2,978642.0,377430.0,21.0,46602.0,17972.85714285714,0.04471008297609358,-0.004060659816739642,capital_market_year_table_trading_days
Capital Market,NA,2022,Aug-2022,2022-08-01,Q3-2022,FY 2022-23,Q2,1159065.0,545846.0,20.0,57953.25,27292.3,0.24357860177674784,0.518528733804944,capital_market_year_table_trading_days
Capital Market,NA,2022,Sep-2022,2022-09-01,Q3-2022,FY 2022-23,Q2,1353967.0,626058.0,22.0,61543.954545454544,28457.18181818182,0.061958639859792886,0.04268170209846067,capital_market_year_table_trading_days
Capital Market,NA,2022,Oct-2022,2022-10-01,Q4-2022,FY 2022-23,Q3,912411.0,419437.0,19.0,48021.63157894737,22075.63157894737,-0.21971813586531863,-0.22425095640205517,capital_market_year_table_trading_days
Capital Market,NA,2022,Nov-2022,2022-11-01,Q4-2022,FY 2022-23,Q3,1201108.0,594705.0,21.0,57195.619047619046,28319.28571428572,0.19103864585670483,0.28283014748681845,capital_market_year_table_trading_days
Capital Market,NA,2022,Dec-2022,2022-12-01,Q4-2022,FY 2022-23,Q3,1160846.0,870449.0,22.0,52765.72727272727,39565.86363636364,-0.07745159242360156,0.3971349431459905,capital_market_year_table_trading_days
Capital Market,NA,2023,Jan-2023,2023-01-01,Q1-2023,FY 2022-23,Q4,1020626.0,516847.0,21.0,48601.23809523809,24611.761904761905,-0.07892413111193208,-0.3779546396115546,capital_market_year_table_trading_days
Capital Market,NA,2023,Feb-2023,2023-02-01,Q1-2023,FY 2022-23,Q4,1004997.0,435648.0,20.0,50249.85,21782.4,0.03392119150403783,-0.11495974630790151,capital_market_year_table_trading_days
Capital Market,NA,2023,Mar-2023,2023-03-01,Q1-2023,FY 2022-23,Q4,1028583.0,474785.0,21.0,48980.142857142855,22608.809523809523,-0.025267879264458393,0.037939323665414415,capital_market_year_table_trading_days
Capital Market,NA,2023,Apr-2023,2023-04-01,Q2-2023,FY 2023-24,Q1,879339.0,379590.0,17.0,51725.82352941176,22328.82352941177,0.056057016417388805,-0.012383933532762903,capital_market_year_table_trading_days
Capital Market,NA,2023,May-2023,2023-05-01,Q2-2023,FY 2023-24,Q1,1321442.0,573218.0,22.0,60065.545454545456,26055.36363636364,0.1612293697052818,0.16689370588841057,capital_market_year_table_trading_days
Capital Market,NA,2023,Jun-2023,2023-06-01,Q2-2023,FY 2023-24,Q1,1309016.0,633949.0,21.0,62334.09523809524,30188.04761904762,0.03776790448471834,0.15861164097960545,capital_market_year_table_trading_days
Capital Market,NA,2023,Jul-2023,2023-07-01,Q3-2023,FY 2023-24,Q2,1526432.0,709116.0,21.0,72687.23809523809,33767.42857142857,0.16609117077254965,0.11856947483157176,capital_market_year_table_trading_days
Capital Market,NA,2023,Aug-2023,2023-08-01,Q3-2023,FY 2023-24,Q2,1684493.0,878585.0,22.0,76567.86363636363,39935.681818181816,0.0533879900078329,0.1826687286449864,capital_market_year_table_trading_days
Capital Market,NA,2023,Sep-2023,2023-09-01,Q3-2023,FY 2023-24,Q2,1670807.0,1029197.0,20.0,83540.35,51459.85,0.09106283018095063,0.28856820910896497,capital_market_year_table_trading_days
Capital Market,NA,2023,Oct-2023,2023-10-01,Q4-2023,FY 2023-24,Q3,1343519.0,739182.0,20.0,67175.95,36959.1,-0.1958861795527551,-0.28178764609690854,capital_market_year_table_trading_days
Capital Market,NA,2023,Nov-2023,2023-11-01,Q4-2023,FY 2023-24,Q3,1482906.0,835464.0,21.0,70614.57142857143,39784.0,0.05118828135026665,0.07643313825282538,capital_market_year_table_trading_days
Capital Market,NA,2023,Dec-2023,2023-12-01,Q4-2023,FY 2023-24,Q3,2079594.0,1035836.0,20.0,103979.7,51791.8,0.4724963686167565,0.30182485421274885,capital_market_year_table_trading_days
Capital Market,NA,2024,Jan-2024,2024-01-01,Q1-2024,FY 2023-24,Q4,2491181.0,1363916.0,22.0,113235.5,61996.181818181816,0.08901545205458383,0.19702697759455767,capital_market_year_table_trading_days
Capital Market,NA,2024,Feb-2024,2024-02-01,Q1-2024,FY 2023-24,Q4,2457671.0,1264581.0,21.0,117031.95238095238,60218.142857142855,0.03352705097740882,-0.028679813964245016,capital_market_year_table_trading_days
Capital Market,NA,2024,Mar-2024,2024-03-01,Q1-2024,FY 2023-24,Q4,1857039.0,737226.0,19.0,97738.8947368421,38801.36842105263,-0.16485290770258332,-0.35565318722793926,capital_market_year_table_trading_days
Capital Market,NA,2024,Apr-2024,2024-04-01,Q2-2024,FY 2024-25,Q1,2120196.0,990584.0,20.0,106009.8,49529.2,0.08462245542500724,0.2764807535274121,capital_market_year_table_trading_days
Capital Market,NA,2024,May-2024,2024-05-01,Q2-2024,FY 2024-25,Q1,2467941.0,924888.0,22.0,112179.13636363635,42040.36363636364,0.058195906073177595,-0.1512004305265653,capital_market_year_table_trading_days
Capital Market,NA,2024,Jun-2024,2024-06-01,Q2-2024,FY 2024-25,Q1,2905226.0,1157608.0,19.0,152906.63157894736,60926.73684210526,0.36305766415681817,0.4492438117115971,capital_market_year_table_trading_days
Capital Market,NA,2024,Jul-2024,2024-07-01,Q3-2024,FY 2024-25,Q2,3061577.0,1185107.0,22.0,139162.5909090909,53868.5,-0.08988518370938181,-0.11584793816214123,capital_market_year_table_trading_days
Capital Market,NA,2024,Aug-2024,2024-08-01,Q3-2024,FY 2024-25,Q2,2638157.0,1005099.0,21.0,125626.52380952382,47861.857142857145,-0.09726800148762427,-0.11150566392498129,capital_market_year_table_trading_days
Capital Market,NA,2024,Sep-2024,2024-09-01,Q3-2024,FY 2024-25,Q2,2559376.0,969744.0,21.0,121875.04761904762,46178.28571428572,-0.029862134816085684,-0.03517563941462476,capital_market_year_table_trading_days
Capital Market,NA,2024,Oct-2024,2024-10-01,Q4-2024,FY 2024-25,Q3,2353098.0,784389.0,22.0,106959.0,35654.045454545456,-0.1223880352085821,-0.22790452475554934,capital_market_year_table_trading_days
Capital Market,NA,2024,Nov-2024,2024-11-01,Q4-2024,FY 2024-25,Q3,1916210.0,636974.0,19.0,100853.15789473684,33524.94736842105,-0.057085818914379916,-0.05971547012354439,capital_market_year_table_trading_days
Capital Market,NA,2024,Dec-2024,2024-12-01,Q4-2024,FY 2024-25,Q3,2185830.0,712546.0,21.0,104087.14285714286,33930.76190476191,0.032066273678623025,0.012104852302411429,capital_market_year_table_trading_days
Capital Market,NA,2025,Jan-2025,2025-01-01,Q1-2025,FY 2024-25,Q4,2211851.0,758031.0,23.0,96167.43478260867,32957.86956521739,-0.07608728472260784,-0.028672870425817898,capital_market_year_table_trading_days
Capital Market,NA,2025,Feb-2025,2025-02-01,Q1-2025,FY 2024-25,Q4,1833226.0,599544.0,20.0,91661.3,29977.2,-0.04685717980099002,-0.09043878152740459,capital_market_year_table_trading_days
Capital Market,NA,2025,Mar-2025,2025-03-01,Q1-2025,FY 2024-25,Q4,1875160.0,703480.0,19.0,98692.63157894736,37025.26315789474,0.07670992642420904,0.23511412533174347,capital_market_year_table_trading_days
Capital Market,NA,2025,Apr-2025,2025-04-01,Q2-2025,FY 2025-26,Q1,1906257.0,713833.0,19.0,100329.31578947368,37570.15789473684,0.01658365152840302,0.014716836299539349,capital_market_year_table_trading_days
Capital Market,NA,2025,May-2025,2025-05-01,Q2-2025,FY 2025-26,Q1,2332568.0,840144.0,21.0,111074.66666666669,40006.857142857145,0.10710080889757623,0.06485730656089839,capital_market_year_table_trading_days
Capital Market,NA,2025,Jun-2025,2025-06-01,Q2-2025,FY 2025-26,Q1,2382248.0,993790.0,21.0,113440.38095238096,47323.333333333336,0.021298414451368597,0.18288055380982304,capital_market_year_table_trading_days
Capital Market,NA,2025,Jul-2025,2025-07-01,Q3-2025,FY 2025-26,Q2,2184895.0,902630.0,23.0,94995.43478260867,39244.782608695656,-0.1625959470068683,-0.17070967228226408,capital_market_year_table_trading_days
Capital Market,NA,2025,Aug-2025,2025-08-01,Q3-2025,FY 2025-26,Q2,1777362.0,677281.0,19.0,93545.36842105264,35646.36842105263,-0.015264589976080711,-0.09169153065573876,capital_market_year_table_trading_days
Capital Market,NA,2025,Sep-2025,2025-09-01,Q3-2025,FY 2025-26,Q2,2162875.0,950600.0,22.0,98312.5,43209.09090909091,0.050960637169017886,0.21215969039841265,capital_market_year_table_trading_days
Capital Market,NA,2025,Oct-2025,2025-10-01,Q4-2025,FY 2025-26,Q3,2073539.0,926088.0,21.0,98739.95238095238,44099.42857142857,0.004347894529712626,0.02060533197078529,capital_market_year_table_trading_days
Capital Market,NA,2025,Nov-2025,2025-11-01,Q4-2025,FY 2025-26,Q3,1986953.0,842917.0,19.0,104576.47368421052,44364.05263157895,0.05911002752705441,0.006000623335101984,capital_market_year_table_trading_days
Capital Market,NA,2025,Dec-2025,2025-12-01,Q4-2025,FY 2025-26,Q3,2078923.0,1030030.0,22.0,94496.5,46819.545454545456,-0.09638854064489688,0.05534870412669779,capital_market_year_table_trading_days
Capital Market,NA,2026,Jan-2026,2026-01-01,Q1-2026,FY 2025-26,Q4,2391197.0,1196963.0,20.0,119559.85,59848.15,0.26523045827094127,0.27827276875430806,capital_market_year_table_trading_days
Capital Market,NA,2026,Feb-2026,2026-02-01,Q1-2026,FY 2025-26,Q4,2407596.0,1033046.0,21.0,114647.42857142857,49192.66666666666,-0.04108755095102112,-0.17804198347540134,capital_market_year_table_trading_days
Capital Market,NA,2026,Mar-2026,2026-03-01,Q1-2026,FY 2025-26,Q4,2378206.0,1021700.0,19.0,125168.73684210528,53773.68421052631,0.0917709921781773,0.09312399295002627,capital_market_year_table_trading_days
Capital Market,NA,2026,Apr-2026,2026-04-01,Q2-2026,FY 2026-27,Q1,2694182.0,1065312.0,20.0,134709.1,53265.6,0.07622001626436048,-0.009448566115297985,capital_market_year_table_trading_days
Currency Derivatives,Futures,2008,Aug-2008,2008-08-01,Q3-2008,FY 2008-09,Q2,291.05,65798.0,1.0,291.05,65798.0,,,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2008,Sep-2008,2008-09-01,Q3-2008,FY 2008-09,Q2,5471.96,1192301.0,21.0,260.5695238095238,56776.23809523809,-0.10472591029196432,-0.1371130111061416,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2008,Oct-2008,2008-10-01,Q4-2008,FY 2008-09,Q3,11141.95,2275261.0,20.0,557.0975,113763.05,1.1379994554053758,1.0037088369463754,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2008,Nov-2008,2008-11-01,Q4-2008,FY 2008-09,Q3,15968.999999999998,3233679.0,18.0,887.1666666666665,179648.83333333334,0.5924800715613812,0.5791492346006313,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2008,Dec-2008,2008-12-01,Q4-2008,FY 2008-09,Q3,22840.000000000004,4681593.0,21.0,1087.6190476190477,222933.0,0.22594670030326647,0.24093764408897722,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Jan-2009,2009-01-01,Q1-2009,FY 2008-09,Q4,23979.87,4900904.0,20.0,1198.9935,245045.2,0.10240207968476356,0.09918764830689053,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Feb-2009,2009-02-01,Q1-2009,FY 2008-09,Q4,31761.41,6416059.0,19.0,1671.6531578947368,337687.3157894737,0.3942136949822803,0.3780613363961982,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Mar-2009,2009-03-01,Q1-2009,FY 2008-09,Q4,50817.23,9907173.0,19.0,2674.591052631579,521430.15789473685,0.5999676966482281,0.5441212432741032,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Apr-2009,2009-04-01,Q2-2009,FY 2009-10,Q1,39385.72,7851502.0,16.0,2461.6075,490718.875,-0.07963219364770568,-0.05889817155711319,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,May-2009,2009-05-01,Q2-2009,FY 2009-10,Q1,66431.45999999999,13682468.0,20.0,3321.5729999999994,684123.4,0.3493511861659502,0.39412489482904034,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Jun-2009,2009-06-01,Q2-2009,FY 2009-10,Q1,75362.68,15724507.0,22.0,3425.576363636363,714750.3181818182,0.03131147912039367,0.044768119584592814,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Jul-2009,2009-07-01,Q3-2009,FY 2009-10,Q2,96522.95,19888011.0,23.0,4196.65,864696.1304347826,0.2250931097460973,0.20978768171016204,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Aug-2009,2009-08-01,Q3-2009,FY 2009-10,Q2,90395.72,18672623.0,20.0,4519.786,933631.15,0.0769985583739412,0.07972167000511021,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Sep-2009,2009-09-01,Q3-2009,FY 2009-10,Q2,107788.83,22251896.0,19.0,5673.096315789473,1171152.4210526317,0.255169230532037,0.2544058979315671,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Oct-2009,2009-10-01,Q4-2009,FY 2009-10,Q3,150842.99,32267958.0,20.0,7542.149499999999,1613397.9,0.3294590960863013,0.37761564677454884,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Nov-2009,2009-11-01,Q4-2009,FY 2009-10,Q3,157554.13,33794926.0,20.0,7877.7065,1689746.3,0.044490897455692346,0.047321494592251545,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2009,Dec-2009,2009-12-01,Q4-2009,FY 2009-10,Q3,191414.71,41004341.0,21.0,9114.98619047619,1952587.6666666667,0.15706090224054292,0.1555507869238517,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Jan-2010,2010-01-01,Q1-2010,FY 2009-10,Q4,276741.91000000003,60223714.0,20.0,13837.0955,3011185.7,0.5180599521322056,0.5421513468537393,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Feb-2010,2010-02-01,Q1-2010,FY 2009-10,Q4,246875.18,52112185.0,19.0,12993.430526315788,2742746.5789473685,-0.06097124744742943,-0.0891473153092589,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Mar-2010,2010-03-01,Q1-2010,FY 2009-10,Q4,283291.76,61132852.0,20.0,14164.588,3056642.6,0.09013458542085928,0.11444587096088954,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Apr-2010,2010-04-01,Q2-2010,FY 2010-11,Q1,345932.16000000003,77085167.0,19.0,18206.955789473686,4057114.052631579,0.2853854831127942,0.32731057685042364,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,May-2010,2010-05-01,Q2-2010,FY 2010-11,Q1,359679.84,77744870.0,20.0,17983.992,3887243.5,-0.012246077381183884,-0.0418697996723546,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Jun-2010,2010-06-01,Q2-2010,FY 2010-11,Q1,327382.48999999993,69837533.0,22.0,14881.02227272727,3174433.3181818184,-0.17254065322497525,-0.18337163129044565,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Jul-2010,2010-07-01,Q3-2010,FY 2010-11,Q2,213353.42,44924854.0,22.0,9697.882727272729,2042038.818181818,-0.34830534155934834,-0.3567233539019772,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Aug-2010,2010-08-01,Q3-2010,FY 2010-11,Q2,201239.12,42639638.0,21.0,9582.815238095238,2030458.9523809524,-0.011865217637030634,-0.005670737352180155,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Sep-2010,2010-09-01,Q3-2010,FY 2010-11,Q2,284704.05000000005,61586474.0,20.0,14235.202500000005,3079323.7,0.4854927436573968,0.5165653540492066,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Oct-2010,2010-10-01,Q4-2010,FY 2010-11,Q3,304213.49000000005,67793862.0,21.0,14486.356666666668,3228279.1428571427,0.01764317484536404,0.04837277836595821,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Nov-2010,2010-11-01,Q4-2010,FY 2010-11,Q3,253101.04,55396711.0,21.0,12052.430476190477,2637938.619047619,-0.16801506731341864,-0.18286538979000788,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2010,Dec-2010,2010-12-01,Q4-2010,FY 2010-11,Q3,223555.39000000004,48871422.0,22.0,10161.60863636364,2221428.272727273,-0.1568830323113788,-0.1578923570521591,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2011,Jan-2011,2011-01-01,Q1-2011,FY 2010-11,Q4,252560.9,54712810.0,20.0,12628.045,2735640.5,0.2427210545001841,0.23147820417421028,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2011,Feb-2011,2011-02-01,Q1-2011,FY 2010-11,Q4,218253.00000000003,47294577.0,19.0,11487.000000000002,2489188.263157895,-0.09035800870205946,-0.0900894093511575,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2011,Mar-2011,2011-03-01,Q1-2011,FY 2010-11,Q4,295027.13,64294010.0,22.0,13410.324090909093,2922455.0,0.16743484729773583,0.17405944871861312,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2011,Apr-2011,2011-04-01,Q2-2011,FY 2011-12,Q1,251159.1,55564072.0,16.0,15697.44375,3472754.5,0.17054917118978152,0.1883004186548638,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2011,May-2011,2011-05-01,Q2-2011,FY 2011-12,Q1,329792.32,71874854.0,21.0,15704.39619047619,3422612.095238095,0.000442902716322191,-0.014438799161272331,daily_table_sum_divide_by_active_days
Currency Derivatives,Futures,2011,Jun-2011,2011-06-01,Q2-2011,FY 2011-12,Q1,329895.86,71692233.0,22.0,14995.266363636363,3258737.863636364,-0.04515486098535093,-0.0478798727526647,daily_table_sum_divide_by_active_days
