segment,instrument,year,month_label,month_date,calendar_quarter,financial_year,financial_quarter,monthly_turnover,monthly_volume,active_trading_days,turnover,volume,mom_turnover_change,mom_volume_change,source_logic
Capital Market,NA,1999,Apr-1999,1999-04-01,Q2-1999,FY 1999-00,Q1,35933.0,11758.0,20.0,1796.65,587.9,,,capital_market_year_table_trading_days
Capital Market,NA,1999,May-1999,1999-05-01,Q2-1999,FY 1999-00,Q1,50263.0,18831.0,21.0,2393.4761904761904,896.7142857142857,0.3321883452404142,0.525283697421816,capital_market_year_table_trading_days
Capital Market,NA,1999,Jun-1999,1999-06-01,Q2-1999,FY 1999-00,Q1,40473.0,19207.0,22.0,1839.6818181818185,873.0454545454545,-0.2313765954714564,-0.02639506423161031,capital_market_year_table_trading_days
Capital Market,NA,1999,Jul-1999,1999-07-01,Q3-1999,FY 1999-00,Q2,55455.0,23349.0,22.0,2520.681818181818,1061.3181818181818,0.3701727077310797,0.21565054407247364,capital_market_year_table_trading_days
Capital Market,NA,1999,Aug-1999,1999-08-01,Q3-1999,FY 1999-00,Q2,53699.0,22869.0,22.0,2440.8636363636365,1039.5,-0.03166531421873575,-0.02055762559424379,capital_market_year_table_trading_days
Capital Market,NA,1999,Sep-1999,1999-09-01,Q3-1999,FY 1999-00,Q2,55878.0,21857.0,21.0,2660.8571428571427,1040.809523809524,0.09012937192232884,0.0012597631645252516,capital_market_year_table_trading_days
Capital Market,NA,1999,Oct-1999,1999-10-01,Q4-1999,FY 1999-00,Q3,72216.0,26100.0,21.0,3438.8571428571427,1242.857142857143,0.2923869859336412,0.19412545180033836,capital_market_year_table_trading_days
Capital Market,NA,1999,Nov-1999,1999-11-01,Q4-1999,FY 1999-00,Q3,66331.0,18847.0,21.0,3158.619047619048,897.4761904761905,-0.08149163620250344,-0.27789272030651346,capital_market_year_table_trading_days
Capital Market,NA,1999,Dec-1999,1999-12-01,Q4-1999,FY 1999-00,Q3,98585.0,24034.0,22.0,4481.136363636364,1092.4545454545455,0.41870111465775617,0.2172518413830029,capital_market_year_table_trading_days
Capital Market,NA,2000,Jan-2000,2000-01-01,Q1-2000,FY 1999-00,Q4,85939.0,19417.0,20.0,4296.95,970.85,-0.04110260181569214,-0.1113131397187318,capital_market_year_table_trading_days
Capital Market,NA,2000,Feb-2000,2000-02-01,Q1-2000,FY 1999-00,Q4,118694.0,20249.0,21.0,5652.095238095239,964.2380952380952,0.315373750705789,-0.006810428760266607,capital_market_year_table_trading_days
Capital Market,NA,2000,Mar-2000,2000-03-01,Q1-2000,FY 1999-00,Q4,105584.0,16187.0,21.0,5027.809523809524,770.8095238095239,-0.11045208687886521,-0.20060249888883397,capital_market_year_table_trading_days
Capital Market,NA,2000,Apr-2000,2000-04-01,Q2-2000,FY 2000-01,Q1,57229.0,13390.0,18.0,3179.3888888888887,743.8888888888889,-0.3676393519220085,-0.034925145693045834,capital_market_year_table_trading_days
Capital Market,NA,2000,May-2000,2000-05-01,Q2-2000,FY 2000-01,Q1,79037.0,16477.0,22.0,3592.590909090909,748.9545454545455,0.12996271756690425,0.0068096951592098165,capital_market_year_table_trading_days
Capital Market,NA,2000,Jun-2000,2000-06-01,Q2-2000,FY 2000-01,Q1,119373.0,19607.0,22.0,5426.045454545455,891.2272727272727,0.5103432569556032,0.18996176488438432,capital_market_year_table_trading_days
Capital Market,NA,2000,Jul-2000,2000-07-01,Q3-2000,FY 2000-01,Q2,110056.0,19114.0,21.0,5240.761904761905,910.190476190476,-0.03414706923037958,0.021277629223770633,capital_market_year_table_trading_days
Capital Market,NA,2000,Aug-2000,2000-08-01,Q3-2000,FY 2000-01,Q2,125347.0,23456.0,22.0,5697.590909090909,1066.1818181818182,0.08716843326042278,0.17138318414869658,capital_market_year_table_trading_days
Capital Market,NA,2000,Sep-2000,2000-09-01,Q3-2000,FY 2000-01,Q2,142480.0,25946.0,20.0,7124.0,1297.3,0.25035302001643434,0.21677182810368345,capital_market_year_table_trading_days
Capital Market,NA,2000,Oct-2000,2000-10-01,Q4-2000,FY 2000-01,Q3,106854.0,24154.0,21.0,5088.285714285715,1150.190476190476,-0.28575439159380756,-0.113396688360074,capital_market_year_table_trading_days
Capital Market,NA,2000,Nov-2000,2000-11-01,Q4-2000,FY 2000-01,Q3,122731.0,31905.0,22.0,5578.681818181818,1450.2272727272727,0.09637747002281771,0.260858355852974,capital_market_year_table_trading_days
Capital Market,NA,2000,Dec-2000,2000-12-01,Q4-2000,FY 2000-01,Q3,131415.0,35790.0,20.0,6570.75,1789.5,0.17783200658350373,0.23394452280206868,capital_market_year_table_trading_days
Capital Market,NA,2001,Jan-2001,2001-01-01,Q1-2001,FY 2000-01,Q4,148830.0,42152.0,22.0,6765.0,1916.0,0.029562835292774814,0.07069013690975123,capital_market_year_table_trading_days
Capital Market,NA,2001,Feb-2001,2001-02-01,Q1-2001,FY 2000-01,Q4,135932.0,48268.0,20.0,6796.6,2413.4,0.004671101256467081,0.2596033402922757,capital_market_year_table_trading_days
Capital Market,NA,2001,Mar-2001,2001-03-01,Q1-2001,FY 2000-01,Q4,60226.0,29277.0,21.0,2867.904761904762,1394.142857142857,-0.5780383188793277,-0.4223324533260723,capital_market_year_table_trading_days
Capital Market,NA,2001,Apr-2001,2001-04-01,Q2-2001,FY 2001-02,Q1,35616.0,20782.0,19.0,1874.5263157894733,1093.7894736842106,-0.34637776655300134,-0.2154394593924096,capital_market_year_table_trading_days
Capital Market,NA,2001,May-2001,2001-05-01,Q2-2001,FY 2001-02,Q1,48329.0,25715.0,22.0,2196.7727272727275,1168.8636363636365,0.1719081822265789,0.06863675733370656,capital_market_year_table_trading_days
Capital Market,NA,2001,Jun-2001,2001-06-01,Q2-2001,FY 2001-02,Q1,42783.0,22336.0,21.0,2037.2857142857144,1063.6190476190477,-0.07260059768905391,-0.09004009147894043,capital_market_year_table_trading_days
Capital Market,NA,2001,Jul-2001,2001-07-01,Q3-2001,FY 2001-02,Q2,27228.0,13142.0,22.0,1237.6363636363635,597.3636363636364,-0.39250721930758403,-0.4383669249804637,capital_market_year_table_trading_days
Capital Market,NA,2001,Aug-2001,2001-08-01,Q3-2001,FY 2001-02,Q2,29417.0,15937.0,21.0,1400.809523809524,758.9047619047619,0.13184257102282704,0.2704234334123241,capital_market_year_table_trading_days
Capital Market,NA,2001,Sep-2001,2001-09-01,Q3-2001,FY 2001-02,Q2,35323.0,17342.0,20.0,1766.15,867.1,0.2608066764115986,0.14256760996423412,capital_market_year_table_trading_days
Capital Market,NA,2001,Oct-2001,2001-10-01,Q4-2001,FY 2001-02,Q3,35326.0,19799.0,21.0,1682.190476190476,942.809523809524,-0.047538161429960146,0.08731348611408607,capital_market_year_table_trading_days
Capital Market,NA,2001,Nov-2001,2001-11-01,Q4-2001,FY 2001-02,Q3,42132.0,25349.0,20.0,2106.6,1267.45,0.25229575949725436,0.3443330471235919,capital_market_year_table_trading_days
Capital Market,NA,2001,Dec-2001,2001-12-01,Q4-2001,FY 2001-02,Q3,54468.0,31777.0,19.0,2866.736842105264,1672.4736842105262,0.3608358692230438,0.3195579188216704,capital_market_year_table_trading_days
Capital Market,NA,2002,Jan-2002,2002-01-01,Q1-2002,FY 2001-02,Q4,68719.0,34384.0,23.0,2987.782608695652,1494.9565217391305,0.042224233774277975,-0.10614048169923274,capital_market_year_table_trading_days
Capital Market,NA,2002,Feb-2002,2002-02-01,Q1-2002,FY 2001-02,Q4,49564.0,28552.0,20.0,2478.2,1427.6,-0.17055545045766096,-0.04505583992554685,capital_market_year_table_trading_days
Capital Market,NA,2002,Mar-2002,2002-03-01,Q1-2002,FY 2001-02,Q4,44262.0,23294.0,19.0,2329.5789473684213,1226.0,-0.05997137141133835,-0.14121602689829083,capital_market_year_table_trading_days
Capital Market,NA,2002,Apr-2002,2002-04-01,Q2-2002,FY 2002-03,Q1,53320.0,28798.0,22.0,2423.6363636363635,1309.0,0.04037528600358997,0.06769983686786296,capital_market_year_table_trading_days
Capital Market,NA,2002,May-2002,2002-05-01,Q2-2002,FY 2002-03,Q1,54979.0,35303.0,22.0,2499.0454545454545,1604.6818181818182,0.031114028507126745,0.22588374192652272,capital_market_year_table_trading_days
Capital Market,NA,2002,Jun-2002,2002-06-01,Q2-2002,FY 2002-03,Q1,44241.0,38519.0,20.0,2212.05,1925.95,-0.11484203059349929,0.20020678129337455,capital_market_year_table_trading_days
Capital Market,NA,2002,Jul-2002,2002-07-01,Q3-2002,FY 2002-03,Q2,51398.0,36821.0,23.0,2234.695652173913,1600.9130434782608,0.010237405200566263,-0.16876707937471858,capital_market_year_table_trading_days
Capital Market,NA,2002,Aug-2002,2002-08-01,Q3-2002,FY 2002-03,Q2,46113.0,26000.0,21.0,2195.8571428571427,1238.095238095238,-0.017379775755588134,-0.22663180043479325,capital_market_year_table_trading_days
Capital Market,NA,2002,Sep-2002,2002-09-01,Q3-2002,FY 2002-03,Q2,46499.0,25581.0,20.0,2324.95,1279.05,0.058789278511482745,0.03307884615384604,capital_market_year_table_trading_days
Capital Market,NA,2002,Oct-2002,2002-10-01,Q4-2002,FY 2002-03,Q3,51902.0,26458.0,21.0,2471.5238095238096,1259.904761904762,0.06304385450173555,-0.01496832656677849,capital_market_year_table_trading_days
Capital Market,NA,2002,Nov-2002,2002-11-01,Q4-2002,FY 2002-03,Q3,51352.0,23631.0,19.0,2702.736842105264,1243.7368421052631,0.0935508012063222,-0.012832652346718376,capital_market_year_table_trading_days
Capital Market,NA,2002,Dec-2002,2002-12-01,Q4-2002,FY 2002-03,Q3,61973.0,33022.0,21.0,2951.095238095238,1572.4761904761904,0.0918914457822384,0.26431584016959153,capital_market_year_table_trading_days
Capital Market,NA,2003,Jan-2003,2003-01-01,Q1-2003,FY 2002-03,Q4,64762.0,36336.0,23.0,2815.7391304347825,1579.8260869565215,-0.04586639763880351,0.0046740907905926665,capital_market_year_table_trading_days
Capital Market,NA,2003,Feb-2003,2003-02-01,Q1-2003,FY 2002-03,Q4,48289.0,28681.0,19.0,2541.5263157894738,1509.5263157894738,-0.09738573139869211,-0.04449842406544746,capital_market_year_table_trading_days
Capital Market,NA,2003,Mar-2003,2003-03-01,Q1-2003,FY 2002-03,Q4,43160.0,24917.0,20.0,2158.0,1245.85,-0.15090393257263557,-0.17467487186639252,capital_market_year_table_trading_days
Capital Market,NA,2003,Apr-2003,2003-04-01,Q2-2003,FY 2003-04,Q1,48971.0,31448.0,20.0,2448.55,1572.4,0.13463855421686755,0.2621102058835334,capital_market_year_table_trading_days
Capital Market,NA,2003,May-2003,2003-05-01,Q2-2003,FY 2003-04,Q1,54690.0,44001.0,21.0,2604.285714285714,2095.285714285714,0.06360324040175369,0.3325398844350764,capital_market_year_table_trading_days
Capital Market,NA,2003,Jun-2003,2003-06-01,Q2-2003,FY 2003-04,Q1,61586.0,51896.0,21.0,2932.6666666666665,2471.2380952380954,0.12609252148473216,0.17942774027863018,capital_market_year_table_trading_days
Capital Market,NA,2003,Jul-2003,2003-07-01,Q3-2003,FY 2003-04,Q2,78878.0,64906.0,23.0,3429.478260869565,2822.0,0.16940609031696918,0.1419377215970401,capital_market_year_table_trading_days
Capital Market,NA,2003,Aug-2003,2003-08-01,Q3-2003,FY 2003-04,Q2,85347.0,84554.0,20.0,4267.35,4227.7,0.24431463779507623,0.49812189936215434,capital_market_year_table_trading_days
Capital Market,NA,2003,Sep-2003,2003-09-01,Q3-2003,FY 2003-04,Q2,103345.0,71848.0,22.0,4697.5,3265.818181818182,0.10080026245796558,-0.22751893894595587,capital_market_year_table_trading_days
Capital Market,NA,2003,Oct-2003,2003-10-01,Q4-2003,FY 2003-04,Q3,115595.0,71768.0,23.0,5025.869565217391,3120.3478260869565,0.06990304741189801,-0.04454331124160671,capital_market_year_table_trading_days
Capital Market,NA,2003,Nov-2003,2003-11-01,Q4-2003,FY 2003-04,Q3,92886.0,56716.0,20.0,4644.3,2835.8,-0.07592110385397288,-0.091191060082488,capital_market_year_table_trading_days
Capital Market,NA,2003,Dec-2003,2003-12-01,Q4-2003,FY 2003-04,Q3,110373.0,71754.0,22.0,5016.954545454545,3261.5454545454545,0.08023912009442657,0.15013239810475154,capital_market_year_table_trading_days
Capital Market,NA,2004,Jan-2004,2004-01-01,Q1-2004,FY 2003-04,Q4,134269.0,73340.0,21.0,6393.761904761905,3492.3809523809523,0.2744309016223343,0.07077488296653778,capital_market_year_table_trading_days
Capital Market,NA,2004,Feb-2004,2004-02-01,Q1-2004,FY 2003-04,Q4,108718.0,46484.0,19.0,5722.0,2446.5263157894738,-0.10506520492444271,-0.2994675125227849,capital_market_year_table_trading_days
Capital Market,NA,2004,Mar-2004,2004-03-01,Q1-2004,FY 2003-04,Q4,104877.0,44586.0,22.0,4767.136363636364,2026.636363636364,-0.1668758539607892,-0.17162699188772668,capital_market_year_table_trading_days
Capital Market,NA,2004,Apr-2004,2004-04-01,Q2-2004,FY 2004-05,Q1,100951.0,53686.0,20.0,5047.55,2684.3,0.058822239385184494,0.324509935854304,capital_market_year_table_trading_days
Capital Market,NA,2004,May-2004,2004-05-01,Q2-2004,FY 2004-05,Q1,98920.0,54651.0,21.0,4710.476190476191,2602.428571428572,-0.0667796870806251,-0.030500103778053234,capital_market_year_table_trading_days
Capital Market,NA,2004,Jun-2004,2004-06-01,Q2-2004,FY 2004-05,Q1,84898.0,41987.0,22.0,3859.0,1908.5,-0.18076223210675302,-0.2666465389471374,capital_market_year_table_trading_days
Capital Market,NA,2004,Jul-2004,2004-07-01,Q3-2004,FY 2004-05,Q2,93836.0,63058.0,22.0,4265.272727272727,2866.2727272727275,0.10527927630804013,0.5018458094172007,capital_market_year_table_trading_days
Capital Market,NA,2004,Aug-2004,2004-08-01,Q3-2004,FY 2004-05,Q2,86856.0,57543.0,22.0,3948.0,2615.590909090909,-0.07438509740398136,-0.087459164578642,capital_market_year_table_trading_days
Capital Market,NA,2004,Sep-2004,2004-09-01,Q3-2004,FY 2004-05,Q2,88508.0,62666.0,22.0,4023.090909090909,2848.454545454545,0.01901998710509356,0.08902907390994552,capital_market_year_table_trading_days
Capital Market,NA,2004,Oct-2004,2004-10-01,Q4-2004,FY 2004-05,Q3,75698.0,47274.0,20.0,3784.9,2363.7,-0.0592059474849731,-0.17018159767657093,capital_market_year_table_trading_days
Capital Market,NA,2004,Nov-2004,2004-11-01,Q4-2004,FY 2004-05,Q3,82035.0,62548.0,20.0,4101.75,3127.4,0.08371423287273116,0.32309514743833834,capital_market_year_table_trading_days
Capital Market,NA,2004,Dec-2004,2004-12-01,Q4-2004,FY 2004-05,Q3,115593.0,99326.0,23.0,5025.782608695652,4318.521739130435,0.22527765190361482,0.3808664510873041,capital_market_year_table_trading_days
Capital Market,NA,2005,Jan-2005,2005-01-01,Q1-2005,FY 2004-05,Q4,99732.0,81575.0,19.0,5249.052631578948,4293.421052631579,0.04442492647751872,-0.005812333019286853,capital_market_year_table_trading_days
Capital Market,NA,2005,Feb-2005,2005-02-01,Q1-2005,FY 2004-05,Q4,99989.0,89665.0,20.0,4999.45,4483.25,-0.047551939197048365,0.044213913576463426,capital_market_year_table_trading_days
Capital Market,NA,2005,Mar-2005,2005-03-01,Q1-2005,FY 2004-05,Q4,113055.0,83705.0,22.0,5138.863636363636,3804.772727272728,0.027885794710145406,-0.15133603362009085,capital_market_year_table_trading_days
Capital Market,NA,2005,Apr-2005,2005-04-01,Q2-2005,FY 2005-06,Q1,82718.0,51265.0,20.0,4135.9,2563.25,-0.1951722612887533,-0.32630667224180165,capital_market_year_table_trading_days
Capital Market,NA,2005,May-2005,2005-05-01,Q2-2005,FY 2005-06,Q1,86802.0,56516.0,22.0,3945.545454545456,2568.909090909091,-0.046024939059102876,0.00220777954124296,capital_market_year_table_trading_days
Capital Market,NA,2005,Jun-2005,2005-06-01,Q2-2005,FY 2005-06,Q1,111397.0,70485.0,23.0,4843.347826086957,3064.5652173913045,0.22754835342403412,0.19294420664252065,capital_market_year_table_trading_days
Capital Market,NA,2005,Jul-2005,2005-07-01,Q3-2005,FY 2005-06,Q2,123008.0,84134.0,20.0,6150.4,4206.7,0.2698654362325734,0.3726906433993047,capital_market_year_table_trading_days
Capital Market,NA,2005,Aug-2005,2005-08-01,Q3-2005,FY 2005-06,Q2,145731.0,100717.0,22.0,6624.136363636364,4578.045454545455,0.07702529325513208,0.0882747651473732,capital_market_year_table_trading_days
Capital Market,NA,2005,Sep-2005,2005-09-01,Q3-2005,FY 2005-06,Q2,145393.0,91996.0,21.0,6923.476190476191,4380.761904761905,0.04518926097039189,-0.043093401265308806,capital_market_year_table_trading_days
Capital Market,NA,2005,Oct-2005,2005-10-01,Q4-2005,FY 2005-06,Q3,120810.0,57670.0,20.0,6040.5,2883.5,-0.1275336501757306,-0.3417811643984521,capital_market_year_table_trading_days
Capital Market,NA,2005,Nov-2005,2005-11-01,Q4-2005,FY 2005-06,Q3,109578.0,53870.0,20.0,5478.9,2693.5,-0.09297243605661787,-0.06589214496271889,capital_market_year_table_trading_days
Capital Market,NA,2005,Dec-2005,2005-12-01,Q4-2005,FY 2005-06,Q3,149908.0,63699.0,22.0,6814.0,2895.409090909091,0.24368030079030478,0.07496160791130158,capital_market_year_table_trading_days
Capital Market,NA,2006,Jan-2006,2006-01-01,Q1-2006,FY 2005-06,Q4,149442.0,66717.0,20.0,7472.1,3335.85,0.09658056941590853,0.15211698770781323,capital_market_year_table_trading_days
Capital Market,NA,2006,Feb-2006,2006-02-01,Q1-2006,FY 2005-06,Q4,135374.0,61629.0,19.0,7124.9473684210525,3243.6315789473683,-0.04645984817908588,-0.02764465460156529,capital_market_year_table_trading_days
Capital Market,NA,2006,Mar-2006,2006-03-01,Q1-2006,FY 2005-06,Q4,209395.0,85788.0,22.0,9517.954545454546,3899.4545454545455,0.3358631374092247,0.2021878720024075,capital_market_year_table_trading_days
Capital Market,NA,2006,Apr-2006,2006-04-01,Q2-2006,FY 2006-07,Q1,177372.0,72892.0,18.0,9854.0,4049.555555555556,0.03530647818715815,0.03849282209892091,capital_market_year_table_trading_days
Capital Market,NA,2006,May-2006,2006-05-01,Q2-2006,FY 2006-07,Q1,201409.0,95371.0,22.0,9154.954545454546,4335.045454545455,-0.0709402734468697,0.07049906960733932,capital_market_year_table_trading_days
Capital Market,NA,2006,Jun-2006,2006-06-01,Q2-2006,FY 2006-07,Q1,151050.0,66748.0,23.0,6567.391304347826,2902.086956521739,-0.28264075242093367,-0.33055212754948304,capital_market_year_table_trading_days
Capital Market,NA,2006,Jul-2006,2006-07-01,Q3-2006,FY 2006-07,Q2,118698.0,46146.0,21.0,5652.285714285715,2197.428571428572,-0.13934080484229439,-0.24281091354262063,capital_market_year_table_trading_days
Capital Market,NA,2006,Aug-2006,2006-08-01,Q3-2006,FY 2006-07,Q2,130796.0,56442.0,22.0,5945.272727272727,2565.5454545454545,0.051835138525731406,0.16752166050046657,capital_market_year_table_trading_days
Capital Market,NA,2006,Sep-2006,2006-09-01,Q3-2006,FY 2006-07,Q2,144339.0,64385.0,21.0,6873.285714285715,3065.9523809523807,0.15609258474483712,0.19504894193955535,capital_market_year_table_trading_days
Capital Market,NA,2006,Oct-2006,2006-10-01,Q4-2006,FY 2006-07,Q3,138382.0,60823.0,20.0,6919.1,3041.15,0.006665558165152907,-0.008089617146850858,capital_market_year_table_trading_days
Capital Market,NA,2006,Nov-2006,2006-11-01,Q4-2006,FY 2006-07,Q3,189863.0,73071.0,22.0,8630.136363636364,3321.409090909091,0.2472917523429874,0.09215562892625839,capital_market_year_table_trading_days
Capital Market,NA,2006,Dec-2006,2006-12-01,Q4-2006,FY 2006-07,Q3,170105.0,58581.0,20.0,8505.25,2929.05,-0.014470960640040498,-0.11813031161473087,capital_market_year_table_trading_days
Capital Market,NA,2007,Jan-2007,2007-01-01,Q1-2007,FY 2006-07,Q4,175147.0,88354.0,20.0,8757.35,4417.7,0.029640516151788754,0.5082364589201276,capital_market_year_table_trading_days
Capital Market,NA,2007,Feb-2007,2007-02-01,Q1-2007,FY 2006-07,Q4,180170.0,89807.0,19.0,9482.631578947368,4726.684210526316,0.08281975471431058,0.06994232531097988,capital_market_year_table_trading_days
Capital Market,NA,2007,Mar-2007,2007-03-01,Q1-2007,FY 2006-07,Q4,167954.0,82836.0,21.0,7997.809523809524,3944.571428571429,-0.15658333267258173,-0.16546753434746575,capital_market_year_table_trading_days
Capital Market,NA,2007,Apr-2007,2007-04-01,Q2-2007,FY 2007-08,Q1,168567.0,77081.0,20.0,8428.35,3854.05,0.05383229932005196,-0.022948355787338892,capital_market_year_table_trading_days
Capital Market,NA,2007,May-2007,2007-05-01,Q2-2007,FY 2007-08,Q1,207585.0,97911.0,21.0,9885.0,4662.428571428572,0.17282742173735066,0.2097478163045552,capital_market_year_table_trading_days
Capital Market,NA,2007,Jun-2007,2007-06-01,Q2-2007,FY 2007-08,Q1,193648.0,79636.0,21.0,9221.333333333334,3792.190476190476,-0.06713876243466521,-0.18664909969257804,capital_market_year_table_trading_days
Capital Market,NA,2007,Jul-2007,2007-07-01,Q3-2007,FY 2007-08,Q2,267227.0,105315.0,22.0,12146.681818181818,4787.045454545455,0.3172370392765129,0.26234309289083524,capital_market_year_table_trading_days
Capital Market,NA,2007,Aug-2007,2007-08-01,Q3-2007,FY 2007-08,Q2,231241.0,106218.0,22.0,10510.954545454546,4828.090909090909,-0.13466453614342855,0.00857427716849446,capital_market_year_table_trading_days
Capital Market,NA,2007,Sep-2007,2007-09-01,Q3-2007,FY 2007-08,Q2,266050.0,143797.0,20.0,13302.5,7189.85,0.26558439031140657,0.4891703854337308,capital_market_year_table_trading_days
Capital Market,NA,2007,Oct-2007,2007-10-01,Q4-2007,FY 2007-08,Q3,455589.0,170945.0,22.0,20708.590909090908,7770.227272727273,0.5567442893509422,0.08072174978995017,capital_market_year_table_trading_days
Capital Market,NA,2007,Nov-2007,2007-11-01,Q4-2007,FY 2007-08,Q3,414420.0,170588.0,22.0,18837.272727272728,7754.0,-0.09036434154468165,-0.002088391002954215,capital_market_year_table_trading_days
Capital Market,NA,2007,Dec-2007,2007-12-01,Q4-2007,FY 2007-08,Q3,366385.0,163965.0,19.0,19283.42105263158,8629.736842105263,0.023684337526892474,0.11294001058876235,capital_market_year_table_trading_days
Capital Market,NA,2008,Jan-2008,2008-01-01,Q1-2008,FY 2007-08,Q4,447138.0,166821.0,23.0,19440.78260869565,7253.086956521739,0.008160458439120832,-0.15952397051862877,capital_market_year_table_trading_days
Capital Market,NA,2008,Feb-2008,2008-02-01,Q1-2008,FY 2007-08,Q4,280176.0,113588.0,21.0,13341.714285714286,5408.952380952381,-0.3137254526087502,-0.2542551311771014,capital_market_year_table_trading_days
Capital Market,NA,2008,Mar-2008,2008-03-01,Q1-2008,FY 2007-08,Q4,253012.0,102604.0,18.0,14056.222222222224,5700.222222222223,0.05355443245198277,0.053849585050063986,capital_market_year_table_trading_days
Capital Market,NA,2008,Apr-2008,2008-04-01,Q2-2008,FY 2008-09,Q1,271227.0,114280.0,20.0,13561.35,5714.0,-0.03520663051554884,0.0024170597637518387,capital_market_year_table_trading_days
Capital Market,NA,2008,May-2008,2008-05-01,Q2-2008,FY 2008-09,Q1,277923.0,115014.0,20.0,13896.15,5750.7,0.024687807629771408,0.006422821141057078,capital_market_year_table_trading_days
Capital Market,NA,2008,Jun-2008,2008-06-01,Q2-2008,FY 2008-09,Q1,264428.0,108548.0,21.0,12591.809523809525,5168.952380952381,-0.09386344247798672,-0.10116118369026716,capital_market_year_table_trading_days
Capital Market,NA,2008,Jul-2008,2008-07-01,Q3-2008,FY 2008-09,Q2,295816.0,134285.0,23.0,12861.565217391304,5838.478260869565,0.021423107860050195,0.1295283513124228,capital_market_year_table_trading_days
Capital Market,NA,2008,Aug-2008,2008-08-01,Q3-2008,FY 2008-09,Q2,234251.0,104352.0,20.0,11712.55,5217.6,-0.08933712172431518,-0.1063424805451092,capital_market_year_table_trading_days
Capital Market,NA,2008,Sep-2008,2008-09-01,Q3-2008,FY 2008-09,Q2,262261.0,102202.0,21.0,12488.619047619048,4866.761904761905,0.06625961448352813,-0.06724127860282425,capital_market_year_table_trading_days
Capital Market,NA,2008,Oct-2008,2008-10-01,Q4-2008,FY 2008-09,Q3,216198.0,109299.0,20.0,10809.9,5464.95,-0.13441990993704744,0.12291295669360669,capital_market_year_table_trading_days
Capital Market,NA,2008,Nov-2008,2008-11-01,Q4-2008,FY 2008-09,Q3,173123.0,106848.0,18.0,9617.944444444443,5936.0,-0.11026517873019692,0.086194750180697,capital_market_year_table_trading_days
Capital Market,NA,2008,Dec-2008,2008-12-01,Q4-2008,FY 2008-09,Q3,212956.0,144793.0,21.0,10140.761904761905,6894.9047619047615,0.05435854442052346,0.1615405596200743,capital_market_year_table_trading_days
Capital Market,NA,2009,Jan-2009,2009-01-01,Q1-2009,FY 2008-09,Q4,191184.0,145254.0,20.0,9559.2,7262.7,-0.05734893593042689,0.05334304835178494,capital_market_year_table_trading_days
Capital Market,NA,2009,Feb-2009,2009-02-01,Q1-2009,FY 2008-09,Q4,149857.0,111865.0,19.0,7887.210526315789,5887.631578947368,-0.1749089331412892,-0.18933295070051515,capital_market_year_table_trading_days
Capital Market,NA,2009,Mar-2009,2009-03-01,Q1-2009,FY 2008-09,Q4,202799.0,129614.0,20.0,10139.95,6480.7,0.2856192903901722,0.10073123854646227,capital_market_year_table_trading_days
Capital Market,NA,2009,Apr-2009,2009-04-01,Q2-2009,FY 2009-10,Q1,266696.0,183156.0,17.0,15688.0,10773.882352941177,0.5471476683810077,0.662456579218476,capital_market_year_table_trading_days
Capital Market,NA,2009,May-2009,2009-05-01,Q2-2009,FY 2009-10,Q1,382561.0,229028.0,20.0,19128.05,11451.4,0.21927906680265163,0.06288519076634125,capital_market_year_table_trading_days
Capital Market,NA,2009,Jun-2009,2009-06-01,Q2-2009,FY 2009-10,Q1,482414.0,274851.0,22.0,21927.90909090909,12493.227272727272,0.14637451757545006,0.09097815749404203,capital_market_year_table_trading_days
Capital Market,NA,2009,Jul-2009,2009-07-01,Q3-2009,FY 2009-10,Q2,426143.0,219356.0,23.0,18527.95652173913,9537.217391304348,-0.1550513801874306,-0.23660898956636267,capital_market_year_table_trading_days
Capital Market,NA,2009,Aug-2009,2009-08-01,Q3-2009,FY 2009-10,Q2,364969.0,194427.0,21.0,17379.47619047619,9258.42857142857,-0.06198634641199685,-0.029231672975176815,capital_market_year_table_trading_days
Capital Market,NA,2009,Sep-2009,2009-09-01,Q3-2009,FY 2009-10,Q2,365063.0,196512.0,20.0,18253.15,9825.6,0.050270433927265046,0.06126001018377081,capital_market_year_table_trading_days
Capital Market,NA,2009,Oct-2009,2009-10-01,Q4-2009,FY 2009-10,Q3,362969.0,168479.0,20.0,18148.45,8423.95,-0.005735996252701603,-0.14265286598273896,capital_market_year_table_trading_days
Capital Market,NA,2009,Nov-2009,2009-11-01,Q4-2009,FY 2009-10,Q3,324477.0,157401.0,20.0,16223.85,7870.05,-0.1060476239017657,-0.06575300185779831,capital_market_year_table_trading_days
Capital Market,NA,2009,Dec-2009,2009-12-01,Q4-2009,FY 2009-10,Q3,292900.0,150384.0,21.0,13947.619047619048,7161.142857142857,-0.14030152845230648,-0.0900765742094578,capital_market_year_table_trading_days
Capital Market,NA,2010,Jan-2010,2010-01-01,Q1-2010,FY 2009-10,Q4,338443.0,180424.0,19.0,17812.78947368421,9496.0,0.2771204470719304,0.3260453239706351,capital_market_year_table_trading_days
Capital Market,NA,2010,Feb-2010,2010-02-01,Q1-2010,FY 2009-10,Q4,245143.0,123541.0,20.0,12257.15,6177.05,-0.31189048081951765,-0.34951032013479355,capital_market_year_table_trading_days
